Obs	Acanthocyclops	Alona	Anuraeopsis	Ascomorpha	Asplanchna	Auraeopsis	Bosmina	Bosminopsis	Brachionus	Camptocercus	Canthocamptus	Cephalodella	Ceriodaphnia	Chydorus	Colurella	Conochiloides	Conochilus	Cyclops	Daphnia	Diaphanosoma	Dicranophorus	Dipleuchlanis	Dissotrocha	Diurella	Euchlanis	Filinia	Heliodiaptomus	Hexarthra	Holopedium	Ilyocryptus	Kellicottia	Keratella	Lapadella	Latonopsis	Lecane	Lepadella	Macrochaetus	Macrocyclops	Macrothrix	Macrycyclops	Mesocyclops	Moina	Monommata	Monostyla	Mytilina	Notholca	Notommata	Philodina	Platyias	Ploesoma	Polyarthra	Pompholyx	Rhynchotalona	Rotaria	Scapholeberis	Scaridium	Schizocerca	Sida	Simocephalus	Squatinella	Synchaeta	Testudinella	Tetramastix	Thermocyclops	Trichocerca	Trichotria	Triochocerca
SC373	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC374	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC375	0	0	0	0	0	0	0	0	18	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC376	0	0	25	0	25	0	0	0	49	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC377	25	0	51	0	25	0	0	0	101	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC378	0	0	51	0	76	0	0	0	102	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC379	0	0	126	0	189	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC380	0	0	26	0	132	0	0	0	343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC381	0	0	201	0	50	0	0	0	101	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	126	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0
SC382	0	0	156	0	125	0	0	0	469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC383	0	0	60	0	40	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC384	0	0	58	0	116	0	0	0	291	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	29	379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC385	0	0	188	0	0	0	0	0	813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	438	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0
SC386	65	0	65	0	33	0	0	0	98	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC387	0	0	125	0	63	0	0	0	188	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC388	0	0	0	0	63	0	0	0	380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	380	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0
SC389	0	0	194	0	0	0	0	0	388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC390	64	0	128	0	257	0	0	0	3145	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	898	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	1476	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0
SC391	0	60	0	0	240	0	0	0	661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC392	0	252	0	0	4502	0	0	0	22636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	6305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4502	2699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC393	0	126	0	0	379	0	0	0	505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC394	0	63	190	0	0	0	0	0	317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC395	0	65	65	0	97	0	0	0	2009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	194	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC396	0	0	122	0	0	0	0	0	3174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	366	488	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0
SC397	0	0	121	0	121	0	0	0	3259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	845	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241	1448	0	0	0	0	0	0	0	0	0	0	0	0	854	0	0
SC398	0	244	0	0	0	0	0	0	853	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	487	0	0	0	0	0	0	0	0	0	0	0	0	244	0	0
SC399	0	123	0	0	682	0	0	0	18414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2046	0	0	0	0	0	6820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1364	2728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC400	0	0	0	0	2286	0	0	0	1270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	635	0	0
SC401	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC402	0	0	0	0	2228	0	0	0	51721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2502	0	0	0	0	0	0	0	0	0	0	0	0	0	320	160	0
SC403	0	0	0	0	511	0	0	0	3830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	766	0	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	1787	0	0	0	0	0	0	511	0	0	0	0	0	0	0	0	0
SC404	0	0	62	0	0	0	0	0	371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	185	0	0	741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0
SC405	0	0	10	0	0	0	0	0	560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC406	0	61	0	0	0	0	0	0	1778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	61	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC407	0	0	0	0	63	0	0	0	63	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	63	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC408	0	0	0	0	63	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC409	0	0	0	0	448	0	0	0	1664	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	320	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0
SC410	0	0	200	0	134	0	0	0	1808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC411	0	0	0	0	0	0	0	0	2482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC412	0	0	0	0	187	0	0	0	933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC413	0	0	126	0	0	0	0	0	441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0
SC414	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC415	0	200	67	0	133	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC416	0	0	124	0	0	0	0	0	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC417	0	0	0	0	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC418	0	0	0	0	317	0	0	0	2982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC419	0	62	62	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC420	0	67	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC421	0	0	64	0	1147	0	0	0	765	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC422	0	185	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC423	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
SC424	0	82	0	0	0	0	0	0	38	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC425	0	0	13	0	19	0	0	0	26	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC426	0	43	0	0	0	0	6	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC427	0	0	0	0	19	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	6	0	6	0	0	0	0	0	0	0	0	0	0	0	0	19	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC428	0	0	0	0	26	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC429	0	12	25	0	99	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC430	0	6	12	0	24	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC431	0	300	30	0	18	0	0	0	36	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	42	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC432	0	63	19	0	188	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	82	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC433	0	109	283	0	2125	0	0	0	15564	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	258	0	0	0	0	0	77	0	0	0	0	0	71	0	0	0	0	0	13	0	0	6	0	0	0	2350	277	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0
SC434	0	13	13	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	13	0	0	0	0	0	13	0	0	0	0	0	0	74	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC435	0	5	5	0	1	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	9	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC436	0	76	6	0	89	0	0	0	38	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC437	0	260	68	0	142	0	12	0	836	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	12	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	6	439	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0
SC438	0	133	44	0	114	0	0	0	572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	44	0	0	0	0	0	32	0	0	0	0	0	13	0	0	0	0	0	0	38	76	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
SC439	0	194	6	0	81	0	13	0	412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	38	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	144	144	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
SC440	0	110	25	0	49	0	43	0	826	0	0	0	6	0	12	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC441	0	180	71	0	1046	0	289	0	13684	0	0	0	0	0	45	0	0	0	0	51	0	0	0	0	0	892	0	0	0	0	0	276	0	0	0	0	0	51	0	0	0	0	0	32	0	0	0	0	6	0	867	19	0	0	0	0	71	0	0	0	250	0	0	0	58	0	0
SC442	0	58	83	0	141	0	147	0	2505	0	0	0	211	0	6	0	0	0	0	19	0	0	0	0	0	51	0	0	0	0	0	31	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	390	77	0	0	0	0	0	0	0	0	6	0	0	0	6	0	0
SC443	0	48	54	0	121	0	42	0	1559	0	0	0	206	0	0	0	0	0	0	139	0	0	0	0	0	24	0	0	0	0	0	72	0	0	0	0	0	30	0	0	0	97	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0
SC444	0	346	25	0	99	0	155	0	41886	0	0	0	49	0	12	0	0	0	0	19	0	0	0	0	6	198	0	0	0	0	0	73	0	0	0	0	0	19	0	0	0	179	0	6	0	0	0	0	0	0	482	155	0	0	0	0	0	0	0	0	37	0	0	0	62	0	0
SC445	0	156	39	0	46	0	65	0	619	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	65	0	0	7	0	0	7	0	0	0	0	0	20	0	0	0	0	0	0	124	78	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0
SC446	0	444	78	0	118	0	163	0	6373	0	0	0	13	0	7	0	0	0	0	7	0	0	0	0	39	98	0	0	0	0	0	131	0	0	0	0	0	13	0	0	0	7	0	39	0	0	0	0	7	0	111	72	0	0	0	0	0	0	0	0	7	0	0	0	39	0	0
SC447	0	484	40	0	1033	0	127	0	10729	0	0	0	27	0	0	0	0	0	0	7	0	0	0	0	0	47	0	0	0	0	0	623	0	0	0	0	0	7	0	0	0	16	0	7	0	0	0	0	0	0	342	40	0	0	0	0	7	0	0	0	317	0	0	0	103	0	0
SC448	0	425	38	0	127	0	57	0	1280	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	191	0	0	0	0	0	38	0	0	0	0	0	6	0	0	0	0	0	0	558	152	0	0	0	0	0	0	0	0	19	0	0	0	197	0	0
SC449	0	36	0	0	2713	0	44	0	8333	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	46	263	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2573	123	0	0	0	0	0	0	0	0	0	0	0	0	247	0	0
SC450	0	135	0	0	329	0	456	0	13399	0	0	0	222	0	0	120	0	0	0	0	0	0	0	0	0	288	0	0	0	0	0	1006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	580	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC451	0	28	0	0	87	0	115	0	464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	18	0	0	0	0	0	109	0	0	0	0	0	18	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0
SC452	0	74	0	0	27	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	25	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC453	0	103	0	0	94	0	201	0	2609	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	374	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	1749	536	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0
SC454	0	85	0	0	2302	0	95	0	10791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5388	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC455	0	282	0	0	68	0	136	0	420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	30	0	0	0	0	0	32	0	0	0	0	0	32	0	0	0	0	0	51	0	0	0	0	0	0	354	126	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0
SC456	0	52	0	0	149	0	0	0	2352	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	50	0	0	0	0	0	0	0	56	0	0	0	0	0	0	400	684	0	0	0	0	0	0	0	0	0	0	0	0	298	0	0
SC457	0	0	0	0	231	0	0	0	1998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	455	306	0	0	0	0	0	0	0	0	0	0	0	0	291	0	0
SC458	0	43	0	0	58	0	0	0	635	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	60	0	0	0	0	0	0	0	22	0	0	28	0	229	127	0	0	0	0	0	0	0	0	22	0	0	0	86	0	0
SC459	0	48	0	0	63	0	0	0	614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	199	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC460	0	0	0	0	229	0	0	0	732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	633	96	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0
SC461	0	0	0	0	76	0	35	0	2367	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	649	246	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0
SC462	0	0	0	0	99	0	228	0	659	0	0	0	117	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	875	0	0	0	0	0	84	0	0	0	0	0	66	0	0	0	0	0	0	1600	305	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0
SC463	0	0	0	0	92	0	0	0	1056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	286	165	0	0	0	0	0	0	0	0	45	0	0	0	141	0	0
SC464	0	0	0	0	60	0	37	0	2348	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	1430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	32	0	0	0	0	0	0	0	0	99	0	0	0	80	0	0
SC465	0	0	0	0	45	0	0	0	1068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	41	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0
SC466	0	109	0	0	0	0	0	0	829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	442	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC467	0	0	0	0	0	0	0	0	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC468	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC469	0	169	0	0	52	0	27	0	442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8935	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
